No. de registro,Año de identificación como sitio contaminado,Modalidad del sitio contaminado,Responsable de la contaminación,Estado,Municipio,Ubicación,Tipo de evento,Actividad del responsable de la contaminación SCIAN 2023 - Clase,Actividad del responsable de la contaminación SCIAN 2023 - Subsector,Contaminante (específico),Contaminante (genérico),Área de suelo contaminado m²,Volumen de suelo contaminado m³,Cuenta con programa de remediación aprobado,x,y
2355,2022,Emergencia ambiental,"Transportes Logísticos Especializados, S.A. de C.V.",San_Luis_Potosí,Villa de Reyes,"Avenida Agroindustria No. 184, parque industrial Logistik I, (patio de operaciones de la empresa)",Derrames y/o fugas,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Hidrocarburos pesados,Hidrocarburos,8,5.29,No,-100.885,21.976
762,2011,Pasivo ambiental,Ferrocarriles Nacionales de México en Liquidación,San_Luis_Potosí,Cárdenas,Ex Talleres de Ferrocarriles Nacionales de México en Liquidación,Derrames y/o fugas,Transporte por ferrocarril,Transporte por ferrocarril,Hidrocarburos de  fracción media,Hidrocarburos,205,769.5,Si,-99.643,21.997
792,2011,Emergencia ambiental,"Transportadora de Líquidos y Derivados, S.A.",San_Luis_Potosí,Zaragoza,"Camino que conduce de la cabecera municipal de Zaragoza a la comunidad La Salitrera, a la altura del km 007+400",Derrame,Autotransporte local de productos agrícolas sin refrigeración. ,Autotransporte de carga,Ácidos,Ácidos y bases,187.76,35.3,Si,-100.596,22
1034,2012,Pasivo ambiental,Sigifredo Díaz García,Aguascalientes,San Francisco de Los Romo,"Carretera estatal No. 85, tramo Loretito-Chicalote km 3.8",Derrame,N.E.I.,N.E.I.,"Hidrocarburos, metaloides",Mezcla de contaminantes,4.9,4.9,No,-102.241,22.006
882,2011,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,Presa Laguna de la Milpa 69-A ubicada a 1.0 kilómetro al suroeste de la colonia Minerva,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,633.38,376.45,Si,-98.197,22.028
806,2011,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,Área Potrerillos 421 ubicada aproximadamente a 0.2 kilómetros al sureste de la colonia Minerva,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,3353.5,2001.88,Si,-98.181,22.029
1011,2011,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,Área de la Estación Minerva,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,10972.564,7241.892,Si,-98.194,22.029
2401,2023,Pasivo ambiental,"Transportes Logísticos Especializados, S.A. de C.V.",San_Luis_Potosí,San Luis Potosí,"Km 184.5 carretera San Luis Potosí , delegación La Pila, C.P. 78422 (patio de resguardo de tractores de la empresa)",Fuga,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Hidrocarburos pesados,Hidrocarburos,48,38.44,No,-100.852,22.031
958,2011,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,Presa Laguna de La Milpa 61-A sitio ubicado aproximadamente a 2.1 kilómetros al suroeste de la Subestación Eléctrica de Ciudad Pánuco,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,3433.62,3972,Si,-98.213,22.033
859,2011,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,Área Caballero 1-D ubicada en Cacalilao,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos pesados,Hidrocarburos,581.02,1493.22,Si,-98.245,22.038
860,2011,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,Área Camalote 1-A Estación Tanantoro sitio ubicado aproximadamente a 2.9 kilómetros de la Subestación Eléctrica de Pánuco,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,13003.5,7527.56,Si,-98.227,22.038
877,2011,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,Presa Tanantoro 30-D ubicada aproximadamente a 2.2 kilómetros al suroeste del municipio de Pánuco,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,1061.52,586.35,Si,-98.218,22.039
350,2009,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,"Activo Integral Poza Rica-Altamira, área Altamira, Presa A del Pozo Tanantoro 30",Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos,Hidrocarburos,1117,1453,Si,-98.218,22.039
1511,2013,Pasivo ambiental,"Ferrocarril Mexicano, S.A. de C.V.",Aguascalientes,San Francisco de Los Romo,"Km línea A 604+000, patio ferroviario de San Francisco de los Romo",Derrame,Transporte por ferrocarril,Transporte por ferrocarril,Hidrocarburos de  fracción media,Hidrocarburos,17.5,8.75,Si,-102.265,22.041
828,2011,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,Área Ingenio No. 430 sitio ubicado aproximadamente a 1.4 kilómetros al oeste de la Subestación Eléctrica de Pánuco,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,15916.61,19591.44,Si,-98.212,22.045
2457,2022,Emergencia ambiental,"Autotanques Fermacar, S.A. de C.V.",San_Luis_Potosí,Rioverde,Km 17+800 autopista 75-D Rio Verde-San Luis Potosí,Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,404.5,841.9,Si,-100.053,22.051
1375,2013,Emergencia ambiental,"Inmobiliaria y Constructora La Paloma, S.A. de C.V.",San_Luis_Potosí,Zaragoza,"Km 214+500 carretera federal No. 70, Tampico-Sánchez Román, tramo Santa Catarina-San Luis Potosí",Derrame,"Construcción de carreteras, puentes y similares",Construcción de obras de ingeniería civil,Petrolíferos,Hidrocarburos,452,90.4,Si,-100.569,22.054
429,2010,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,"Área del Pozo Veracruz 7, ubicada a 1.2 kilómetros del municipio de Pánuco",Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Petróleo crudo,Hidrocarburos,3828.17,6195.55,Si,-98.165,22.056
1582,2014,Pasivo ambiental,"Metal Smelter de México, S. de R.L. de C.V.",San_Luis_Potosí,San Luis Potosí,"Eje 134 No. 1356, Parque Industrial Fundidores, C.P. 78395 (área de vialidades y descarga de materiales)",Derrames y/o fugas,Fundición y refinación de otros metales no ferrosos ,Industrias metálicas básicas,"Metales, metaloides",Metales y metaloides,115.07,15.07,Si,-100.897,22.058
2129,2021,Pasivo ambiental,"Proquiter, S.A. de C.V.",San_Luis_Potosí,San Luis Potosí,"Eje 134 No. 1362, Parque Industrial Fundidores, C.P. 78395",Incendio,N.E.I.,N.E.I.,N.E.I.,N.E.I.,213.17,213.17,No,-100.898,22.059
1128,2012,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,Área Vega 1-Estación Palangana,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos pesados,Hidrocarburos,1391.45,1975.85,Si,-98.102,22.06
520,2010,Pasivo ambiental,Pemex Exploración y Producción ,Veracruz_de_Ignacio_de_la_Llave,Pánuco,"Presa A S  1783, ubicada a 0.5 kilómetros al oeste del Cube de La Isleta",Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Petróleo crudo,Hidrocarburos,1454.62,826.6,No,-98.129,22.061
1008,2011,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,Área del Pozo Segura 5,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,"Hidrocarburos ligeros, de fracción media y pesados",Hidrocarburos,81650.37,146970.67,Si,-98.128,22.063
961,2011,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,Área No. 1766 sitio ubicado a 3.2 kilómetros del municipio de Pánuco,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,2332.48,1777.59,Si,-98.146,22.063
952,2011,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,Área No. 1785 Zona I ubicada aproximadamente a 5.2 kilómetros del municipio de Pánuco,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,93715.78,58063,Si,-98.126,22.065
951,2011,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,Área No. 1785 Zona II ubicada aproximadamente a 5.2 kilómetros del municipio de Pánuco,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,9996.7,5797.76,Si,-98.127,22.066
707,2011,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,Azuara S  P.B. (Presa 4),Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,2643.94,5394.66,Si,-98.083,22.066
793,2011,Pasivo ambiental,"Omega Solder México, S.A. de C.V.",San_Luis_Potosí,San Luis Potosí,"Eje 132 No. 399, parque Fundidores",Derrames y/o fugas,Fabricación de equipo para soldar y soldaduras,Fabricación de maquinaria y equipo,"Metales, metaloides",Metales y metaloides,2709,812.7,Si,-100.892,22.066
899,2011,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,Presa Requena 1-A sitio ubicado a una distancia aproximada de 4.3 kilómetros al sureste de la comunidad Vega de Otates,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,"Hidrocarburos ligeros, de fracción media y pesados",Hidrocarburos,881.23,653.01,Si,-98.06,22.067
902,2011,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,Presa Pérez 1-A sitio ubicado a una distancia aproximada de 4.5 kilómetros al noroeste de la Ciudad de Pánuco,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,2626.82,3894.17,Si,-98.136,22.067
567,2010,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,Presa A del pozo Azuara S  ubicada a 10.5 kilómetros al este de Pánuco ,Fuga,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Petróleo crudo,Hidrocarburos,893.28,741.51,No,-98.083,22.067
710,2011,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,Azuara S  P.B. (Presa 3),Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,449.62,311.06,Si,-98.083,22.067
709,2011,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,Azuara S  P.B. (Presa 2),Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,4479.56,3977.74,Si,-98.083,22.068
407,2010,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,"Presa A del Pozo Ugarte 1, ubicada a 0.7 kilómetros al este del municipio de Pánuco",Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Petróleo crudo,Hidrocarburos,4432.73,7270.75,Si,-98.174,22.068
945,2011,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,Área Bosnor 11 sitio ubicado aproximadamente a 5.2 kilómetros del municipio de Pánuco,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,5996.71,5581.25,Si,-98.163,22.068
708,2011,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,Azuara S  P.B. (Presa 1),Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,1686.56,2135.07,Si,-98.084,22.069
962,2011,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,Presa Petromex 6-A sitio ubicado aproximadamente a 0.5 kilómetros al norte de Pánuco,Fuga,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,N.E.I.,9374.94,No,-98.181,22.069
518,2010,Pasivo ambiental,Pemex Exploración y Producción ,Veracruz_de_Ignacio_de_la_Llave,Pánuco,"Presa S  1789, ubicada a 1.1 kilómetros al noreste del Cube de La Isleta",Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Petróleo crudo,Hidrocarburos,997,1365.44,No,-98.125,22.07
1129,2012,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,"Área Solís 4, a una distancia aproximada de 3.4 kilómetros de la comunidad Vega de Otates",Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,6361.45,5491.61,Si,-98.068,22.072
900,2011,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,Presa A del Pozo White S  sitio ubicado aproximadamente a 1.2 kilómetros al noroeste de la comunidad Vega de Otates,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,2331.03,1449.72,Si,-98.103,22.073
1201,2012,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,"Área Barberena 9 (Zona 1), el sitio se ubica a una distancia de 3.9 kilómetros al este de la comunidad Calentadores",Fuga,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,32829.49,48836.08,Si,-98.194,22.075
1126,2012,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,"Área 1177, a una distancia aproximada de 0.2 kilómetros al norte de la comunidad de Chimalpopocatl",Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,7058.33,63707.19,Si,-98.181,22.075
870,2011,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,Área No. 1792 ubicada aproximadamente a 2.0 kilómetros al este de la localidad de Vega de Otates,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,15688.31,29068.52,Si,-98.117,22.075
1199,2012,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,"Área Barberena 9 (Zona 2), el sitio se ubica a una distancia aproximada de 3.9 kilómetros al este de la comunidad Calentadores",Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,79885.16,91750.71,Si,-98.197,22.076
786,2011,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,Presa Méndez 1-A Zona 3 ubicada a 4.7 kilómetros de la comunidad Vega de Otates,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,11666.89,10048.8,Si,-98.052,22.077
893,2011,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,Área No. 1793 ubicado aproximadamente a 1.5 kilómetros al este de la comunidad Vega de Otates,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,71632.81,72026.19,Si,-98.112,22.078
1120,2012,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,"Área Barberena 11, ubicado aproximadamente 1.3 kilómetros al norte del municipio de Pánuco",Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,8739.41,9697.91,Si,-98.192,22.079
1077,2012,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,"Presa A del Pozo S  1145, el sitio se ubica aproximadamente a 3.2 kilómetros al sureste de la comunidad El Jobo ",Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,1485.47,1024.98,Si,-98.151,22.083
949,2011,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,Área Corona 161 sitio ubicado a una distancia aproximada de 2.1 kilómetros al norte de Ciudad Pánuco,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,761.34,790.3,Si,-98.197,22.085
568,2010,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,"Presa a S  1459, ubicada a 3.6 kilómetros al oeste de la colonia Vega de Otates",Fuga,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Petróleo crudo,Hidrocarburos,284.19,190.81,No,-98.063,22.085
808,2011,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,Área Estación Vega de Otates sitio ubicado aproximadamente a 2.6 kilómetros del Reventadero,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos pesados,Hidrocarburos,16.062,9.637,Si,-98.111,22.088
1902,2017,Emergencia ambiental,"Kansas City Southern de México, S.A. de C.V.",San_Luis_Potosí,San Luis Potosí,"Estación de abasto La Pila, Eje 122, cruce con vías ferroviarias, colonia Industrial (parte del suelo contaminado se encuentra en el predio vecino, perteneciente a la empresa SUMINISTROS POTOSINOS, S.A. DE C.V.)",Fuga,Transporte por ferrocarril,Transporte por ferrocarril,Petrolíferos,Hidrocarburos,1125.39,1651.01,Si,-100.908,22.088
1962,2018,Emergencia ambiental,"Pochteca Materias Primas, S.A. de C.V.",San_Luis_Potosí,San Luis Potosí,"Avenida Industrias No. 5410, zona industrial",Incendio,Comercio al por mayor de productos químicos para la industria farmacéutica y para otro uso industrial,"Comercio al por mayor de materias primas agropecuarias y forestales, para la industria, y materiales de desecho","Petroquímicos,  otros contaminantes",Mezcla de contaminantes,899.12,888.9,Si,-100.884,22.089
460,2010,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,Área del Pozo Silva 13 a 0.8 kilómetros de la comunidad de Vega de Otates,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos,Hidrocarburos,30073.92,17137.92,Si,-98.088,22.091
960,2011,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,Presa A del Pozo Topila 24 sitio ubicado a una distancia aproximada de 3.0 kilómetros al noroeste del Ejido Topila,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,1220.61,587.85,Si,-97.99,22.091
950,2011,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,Área aledaña Ojital No. 12 ubicada aproximadamente a 2.7 kilómetros de Pánuco,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,1140.19,655.25,Si,-98.196,22.091
906,2011,Emergencia ambiental,"AG Servicios Especializados Frontera, S.A. de C.V.",San_Luis_Potosí,San Luis Potosí,"Km 515+954 del FFCC México-Nuevo Laredo, 1ra. Sección de la zona industrial",Fuga,Servicios relacionados con el transporte por ferrocarril,Servicios relacionados con el transporte,Petrolíferos,Hidrocarburos,83,38.99,Si,-100.912,22.091
1202,2012,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,"Área del Pozo Caley 6-1, el sitio se ubica aproximadamente a 0.4 kilómetros de Las Palmas",Fuga,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,8547.25,9763.6,Si,-98.186,22.091
826,2011,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,Área Caley No. 6-2 ubicada aproximadamente a 0.3 kilómetros de Las Palmas,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,52498.801,40055.63,Si,-98.185,22.092
668,2011,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,Área Fernando Gutiérrez,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,766.44,534.43,Si,-98.111,22.092
914,2011,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,Presa S  1627-A sitio ubicado a 3.2 kilómetros al noroeste de la comunidad González Arteaga,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos pesados,Hidrocarburos,1135.92,380.2,Si,-98.034,22.108
2075,2019,Pasivo ambiental,"Papelera Industrial Potosina, S. de R.L. de C.V.",San_Luis_Potosí,San Luis Potosí,"Eje 114 No. 226, zona industrial de San Luis Potosí",Derrames y/o fugas,Fabricación de papel a partir de pulpa,Industria del papel,Metales,Metales y metaloides,1906,1118.91,Si,-100.914,22.108
959,2011,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,Presa A del Pozo Salvasol ubicado aproximadamente a 0.3 kilómetros al norte del Reventadero,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,929.4,2306.13,Si,-98.201,22.109
886,2011,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,Presa S  1628-A sitio ubicado a una distancia aproximada de 7.1 kilómetros al noroeste de la comunidad Vega de Otates,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,1470.43,434.87,Si,-98.033,22.111
549,2010,Pasivo ambiental,Pemex Exploración y Producción ,Veracruz_de_Ignacio_de_la_Llave,Pánuco,"Presa A del Pozo S  1314, ubicada a 6.8 kilómetros del municipio de Pánuco",Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Petróleo crudo,Hidrocarburos,548.07,252.59,Si,-98.203,22.119
879,2011,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,Presa B del Pozo Sinclair 65 sitio ubicado por la entrada Reventadero aproximadamente a 5.2 kilómetros  al este del Ejido Villa Cacalilao,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,293.21,288.49,Si,-98.205,22.12
410,2010,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,Presa A del Pozo Sinclair 65 ubicada por la entrada al Reventadero a 5.3 kilómetros al este del Ejido Villa Cacalilao,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Petróleo crudo,Hidrocarburos,629.51,477.37,Si,-98.205,22.121
1144,2012,Pasivo ambiental,Pemex Exploración y Producción,San_Luis_Potosí,Ebano,"Área Limón 166-2, ubicado a aproximadamente 4.7 kilómetros al sur de la comunidad de Pujal Coy",Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,189.03,204.46,Si,-98.491,22.126
444,2010,Pasivo ambiental,Pemex Exploración y Producción,San_Luis_Potosí,Ebano,Pozo Dicha 110 Estación A-21,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos,Hidrocarburos,1114.36,690.9,Si,-98.477,22.128
443,2010,Pasivo ambiental,Pemex Exploración y Producción,San_Luis_Potosí,Ebano,Pozo Ébano 21 Estación A-21 ,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos pesados,Hidrocarburos,5805.04,2612.27,Si,-98.477,22.128
507,2010,Pasivo ambiental,Pemex Exploración y Producción,San_Luis_Potosí,Ebano,"Presa B del Pozo Limón 141, ubicado aproximadamente a 12.6 kilómetros al suroeste del municipio de Ébano",Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Petróleo crudo,Hidrocarburos,398.04,246.36,Si,-98.478,22.128
512,2010,Pasivo ambiental,Pemex Exploración y Producción,San_Luis_Potosí,Ebano,"Presa A del Pozo Limón 140, ubicada aproximadamente a 12 kilómetros al suroeste del municipio de Ébano",Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Petróleo crudo,Hidrocarburos,3605,3605,Si,-98.476,22.132
510,2010,Pasivo ambiental,Pemex Exploración y Producción,San_Luis_Potosí,Ebano,"Presa A del Pozo Limón 135, ubicado aproximadamente a 11.8 kilómetros al suroeste del municipio de Ébano",Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Petróleo crudo,Hidrocarburos,1569.36,1548.57,Si,-98.475,22.134
519,2010,Pasivo ambiental,Pemex Exploración y Producción ,Veracruz_de_Ignacio_de_la_Llave,Pánuco,"Presa A S  45, ubicada a 2.7 kilómetros al sureste de Villa Cacalilao",Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Petróleo crudo,Hidrocarburos,14723.85,10640.66,Si,-98.203,22.136
