No. de registro,Clasificación de técnica o proceso de tratamiento,Año de identificación como sitio contaminado,Modalidad del sitio contaminado,Responsable de la contaminación,Responsable técnico de la remediación,Estado,Municipio,Ubicación,Tipo de evento,Actividad del responsable de la contaminación SCIAN 2023 - Clase,Actividad del responsable de la contaminación SCIAN 2023 - Subsector,Contaminante (específico),Contaminante (genérico),Técnica o proceso de tratamiento,Año de conclusión de la remediación,Área de suelo remediado m²,Volumen de suelo remediado m³,x,y
1934,Biológicos,2017,Emergencia ambiental,"Transportes Especializados Almu, S.A. de C.V.","Isali, S.A. de C.V.",Nuevo_León,Linares,"Km 178+800 carretera federal No. 490 Ciudad Victoria-Monterrey, tramo Linares-Monterrey",Derrame,Otro autotransporte foráneo de carga especializado,Autotransporte de carga,Petrolíferos,Hidrocarburos,Biorremediación por landfarming a un lado del sitio contaminado,2019,424.67,511.87,"2,727,487.70","1,438,526.55"
1636,Biológicos,2014,Emergencia ambiental,Flor de María Gutiérrez López,"Isali, S.A. de C.V.",Nuevo_León,Galeana,"Km 117+500 carretera No. 57 tramo Saltillo–Matehuala, a la altura del poblado San Rafael",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,Biorremediación por landfarming a un lado del sitio contaminado,2017,330,571.68,"2,647,063.84","1,441,996.79"
374,Biológicos,2009,Emergencia ambiental,"Distribuidora Lublin, S.A. de C.V.","Isali, S.A. de C.V.",Coahuila_de_Zaragoza,Saltillo,"Km 306+200 carretera No. 54 Manzanillo-Ciudad Mier, tramo Zacatecas-Saltillo, Puerto Piñones",Derrame,Comercio al por menor de gasolina y diésel,"Comercio al por menor de vehículos de motor, refacciones, combustibles y lubricantes",Petrolíferos,Hidrocarburos,Biorremediación por landfarming a un lado del sitio contaminado,2010,308,1708,"2,591,997.23","1,445,464.46"
108,Biológicos,2008,Emergencia ambiental,"Transportes Autotanques Beltrán e Hijos, S.A. de C.V.","Integración de Servicios Ambientales & Limpieza Industrial, S.A. de C.V.",Coahuila_de_Zaragoza,Saltillo,"Km 305+400 carretera federal No. 54, tramo Zacatecas-Saltillo, paraje Puerto Piñones",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,Biorremediación por biopilas a un lado del sitio contaminado,2009,215.87,194.28,"2,591,964.14","1,445,704.52"
1406,Biológicos,2013,Emergencia ambiental,"Transportes Colmar, S.A. de C.V.","Ecología 2000, S.A. de C.V.",Durango,Canelas,"Km 130+000 camino nacional No. 26 Los Herrera-Topia, tramo Los Herrera-Ciénega, Ejido Salto de Camellones",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,Biorremediación por landfarming a un lado del sitio contaminado,2015,6777,777.6,"2,078,499.60","1,453,608.62"
2138,Químicos,2021,Emergencia ambiental,"Transmate, S.A. de C.V.","Ecología 2000, S.A. de C.V.",Durango,Cuencamé,"Km 154+700 carretera No. 2855, tramo Yerbaniz-Gómez Palacio (directo)",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Ácidos,Ácidos y bases,Neutralización química a un lado del sitio contaminado,2022,1961.2,312.8,"2,326,156.66","1,449,276.87"
1923,Químicos,2017,Emergencia ambiental,"EP Insumos, S.A. de C.V.","Isali, S.A. de C.V.",Nuevo_León,Galeana,"Km 186 carretera No. 57, México-Piedras Negras, tramo Saltillo-Matehuala",Derrame,Fabricación de otros productos químicos básicos inorgánicos,Industria química,Ácidos,Ácidos y bases,Neutralización química a un lado del sitio contaminado,2019,98.12,56.36,"2,639,828.34","1,451,922.19"
310,Combinación de procesos biológicos-disposición final,2009,Emergencia ambiental,Pemex Refinación,"Instituto Tecnológico de Tamaulipas/Proyectos y Servicios Ambientales y Seguridad Industrial, S.A. de C.V.",Nuevo_León,Montemorelos,"Km 036+000 poliducto de 12-10"" Ø Madero-Cadereyta, tramo Linares-Cadereyta",Derrame,Refinación de petróleo,Fabricación de productos derivados del petróleo y del carbón,Petrolíferos,Hidrocarburos,Biorremediación por landfarming a un lado del sitio contaminado y disposición final fuera del sitio,2010,465,1052,"2,720,256.18","1,453,319.45"
1907,Biológicos,2017,Emergencia ambiental,"Trans Energéticos, S.A. de C.V.","Ecología 2000, S.A. de C.V.",Nuevo_León,Galeana,"Km 194+000 carretera federal Saltillo-Matehuala, a la altura del Ejido El Cuije",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,Bioventeo aerobio en el sitio contaminado,2018,1262.5,1010,"2,633,397.83","1,453,183.33"
572,Químicos,2010,Emergencia ambiental,"Transportes Especializados Cantú Segovia, S.A. de C.V.","Ecología 2000, S.A. de C.V.",Nuevo_León,Montemorelos,"Km 200+000 carretera nacional México-Laredo, tramo Montemorelos-Linares",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Otros contaminantes no normados,Otros contaminantes no normados,Neutralización química a un lado del sitio contaminado,2011,180,182.55,"2,718,099.98","1,455,800.07"
2014,Biológicos,2018,Emergencia ambiental,"Petro Express del Norte, S.A. de C.V.","Isali, S.A. de C.V.",Nuevo_León,Montemorelos,"Km 199+700 carretera nacional No. 85, Ciudad Victoria-Monterrey",Derrame,Otro autotransporte foráneo de carga general,Autotransporte de carga,Hidrocarburos pesados,Hidrocarburos,Biorremediación por landfarming a un lado del sitio contaminado,2020,2378,778.6,"2,717,906.63","1,455,904.45"
2013,Disposición final,2018,Emergencia ambiental,"Setramex, S.A. de C.V.","Ecología 2000, S.A. de C.V.",Durango,Cuencamé,Km 168+000 autopista Cuencamé-Chocolate,Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Metales,Metales y metaloides,Disposición final fuera del sitio,2019,400,41.6,"2,327,815.91","1,460,350.37"
186,Químicos,2009,Emergencia ambiental,"Transportes Mana, S.A. de C.V.","Ecología 2000, S.A. de C.V.",Nuevo_León,Montemorelos,"Km 211+000 carretera Montemorelos-Monterrey, entronque a Rayones",Derrame,Otro autotransporte local de carga general ,Autotransporte de carga,Bases,Ácidos y bases,Neutralización química a un lado del sitio contaminado,2009,320,224,"2,710,091.95","1,463,339.39"
1603,Biológicos,2014,Emergencia ambiental,"Express y Tanques Especializados, S.A. de C.V.","Isali, S.A. de C.V.",Nuevo_León,Montemorelos,"Km 219 carretera nacional, comunidad Canoas",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,Biorremediación por landfarming a un lado del sitio contaminado,2017,436,609,"2,704,679.58","1,468,228.16"
525,Biológicos,2010,Emergencia ambiental,Pemex Refinación,"Servicios Ambiotrat, S.A. de C.V.",Nuevo_León,Montemorelos,"Km 447+149.24 poliducto de 12""-10"" Ø Madero-Cadereyta, tramo Linares-Cadereyta",Derrame,Refinación de petróleo,Fabricación de productos derivados del petróleo y del carbón,Petrolíferos,Hidrocarburos,Biorremediación por biopilas a un lado del sitio contaminado,2014,2114.19,21141.99,"2,721,059.36","1,472,876.38"
1842,Biológicos,2016,Emergencia ambiental,Omar Fuentes Arcos,"Isali, S.A. de C.V.",Coahuila_de_Zaragoza,Arteaga,"Km 218 carretera federal No. 57D Matehuala-Saltillo, a la altura del poblado Los Llanos",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Hidrocarburos pesados,Hidrocarburos,Biorremediación por landfarming a un lado del sitio contaminado,2018,1170.7,1136.39,"2,621,404.43","1,471,966.49"
653,Biológicos,2011,Emergencia ambiental,"Transportadora Multicarga de la Laguna, S.A. de C.V.","Isali, S.A. de C.V.",Coahuila_de_Zaragoza,Arteaga,Km 217+800 carretera México-Piedras Negras No. 57,Derrame,Otro autotransporte foráneo de carga especializado,Autotransporte de carga,Petrolíferos,Hidrocarburos,Biorremediación por landfarming a un lado del sitio contaminado,2012,1292.16,559.84,"2,621,309.60","1,472,025.14"
2288,Biológicos,2021,Emergencia ambiental,"Petro Express del Norte, S.A. de C.V.","Isali, S.A. de C.V.",Coahuila_de_Zaragoza,Arteaga,Km 220+000 carretera federal No. 2152 Puerto México-Ojo Caliente,Derrame,Otro autotransporte foráneo de carga general,Autotransporte de carga,Petrolíferos,Hidrocarburos,Biorremediación por biopilas a un lado del sitio contaminado,2023,395,271.96,"2,620,088.05","1,473,640.67"
2046,Biológicos,2019,Emergencia ambiental,"Transportes Rafagas del Norte, S.A. de C.V.","Ecología 2000, S.A. de C.V.",Coahuila_de_Zaragoza,Arteaga,"Km 221+000 carretera Saltillo-Matehuala, tramo autopista Los Chorros-La Carbonera",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Hidrocarburos pesados,Hidrocarburos,Biorremediación por landfarming a un lado del sitio contaminado,2020,1228,240,"2,619,968.66","1,474,916.97"
2216,Biológicos,2020,Emergencia ambiental,"Transportes Baeza, S.A. de C.V.","Ecología 2000, S.A. de C.V.",Durango,Lerdo,"Carretera Durango-Gómez Palacio, km 194+500",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,Biorremediación por landfarming a un lado del sitio contaminado ,2021,451,676.5,"2,333,063.05","1,480,459.21"
2135,Químicos,2021,Emergencia ambiental,"Transportes Ayala Colín, S.A. de C.V.","Isali, S.A. de C.V.",Coahuila_de_Zaragoza,Arteaga,Km 230+500 carretera No. 57D Matehuala–Monterrey,Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Ácidos,Ácidos y bases,Neutralización química a un lado del sitio contaminado,2023,245,321.5,"2,620,472.72","1,483,560.02"
215,Disposición final,2009,Emergencia ambiental,"Auto-Tanques Reyes, S.A. de C.V.","Integración de Servicios Ambientales & Limpieza Industrial, S.A. de C.V.",Nuevo_León,Santiago,Km 5 carretera Los Cavazos a San Mateo,Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,Disposición final fuera del sitio,2009,185,120,"2,686,582.29","1,488,312.15"
1668,Biológicos,2015,Emergencia ambiental,"Trans Energéticos, S.A. de C.V.","Isali, S.A. de C.V.",Nuevo_León,Cadereyta Jiménez,Km 13 carretera Cadereyta-Allende ,Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Hidrocarburos,Hidrocarburos,Biorremediación por landfarming a un lado del sitio contaminado,2017,324,592.92,"2,700,308.81","1,492,557.54"
320,Biológicos,2009,Emergencia ambiental,Pemex Refinación,"Servicios Ambiotrat, S.A. de C.V.",Nuevo_León,Cadereyta Jiménez,"Km 459+600 poliducto de 12”-10” Ø Madero-Cadereyta, tramo Montemorelos-Cadereyta",Fuga,Refinación de petróleo,Fabricación de productos derivados del petróleo y del carbón,Petrolíferos,Hidrocarburos,Biorremediación por biopilas a un lado del sitio contaminado,2011,5883.3,12000,"2,719,803.04","1,495,369.30"
694,Químicos,2011,Emergencia ambiental,"Setramex, S.A. de C.V.","Ecología 2000, S.A. de C.V.",Coahuila_de_Zaragoza,Ramos Arizpe,Km 033+000 libramiento norponiente (autopista Monterrey-Saltillo),Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Ácidos,Ácidos y bases,Neutralización química a un lado del sitio contaminado,2011,1978,197.8,"2,601,002.31","1,497,513.09"
332,Biológicos,2009,Emergencia ambiental,"Transportes Madero Tampico, S.A. de C.V.","Ecología 2000, S.A. de C.V.",Coahuila_de_Zaragoza,Ramos Arizpe,"Km 4 carretera estatal No. 124 y/o boulevard Oscar Flores Tapia, tramo Ramos Arizpe-Arteaga",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,Biorremediación por biopilas a un lado del sitio contaminado,2010,2000,440,"2,606,721.41","1,499,727.10"
308,Biológicos,2009,Emergencia ambiental,Pemex Refinación,"Proyectos y Servicios Ambientales y Seguridad Industrial, S.A. de C.V.",Nuevo_León,Cadereyta Jiménez,"Km 089+651 poliducto 12-10"" Ø Madero-Cadereyta, tramo Linares-Cadereyta, Ex hacienda La Fraga, poblado de San Juan",Derrame,Refinación de petróleo,Fabricación de productos derivados del petróleo y del carbón,Petrolíferos,Hidrocarburos,Biorremediación por biopilas a un lado del sitio contaminado,2010,256,265,"2,715,623.09","1,501,801.69"
628,Biológicos,2010,Emergencia ambiental,"Transportes Especializados San Roberto, S.A. de C.V.","Isali, S.A. de C.V.",Nuevo_León,Cadereyta Jiménez,Km 2 carretera Cadereyta-Allende cruz con libramiento Alfonso Martínez Domínguez y 20 de Noviembre,Derrame,Otro autotransporte foráneo de carga especializado,Autotransporte de carga,Petrolíferos,Hidrocarburos,Biorremediación por landfarming en el sitio contaminado,2011,885.68,310,"2,699,508.48","1,502,521.65"
1595,Biológicos,2014,Emergencia ambiental,Aeropuertos y Servicios Auxiliares,José Luis Hernández Michaca,Coahuila_de_Zaragoza,Torreón,Km 9.5 antigua carretera Torreón-San Pedro,Derrame,Administración de aeropuertos y helipuertos,Servicios relacionados con el transporte,Petrolíferos,Hidrocarburos,Bioventeo aerobio en el sitio contaminado,2015,678.52,1679.67,"2,360,173.18","1,501,993.19"
1857,Químicos,2016,Emergencia ambiental,"Carga y Tanques Especializados, S.A. de C.V.","Ecología 2000, S.A. de C.V.",Nuevo_León,Monterrey,"Km 266+100 tramo carretero Linares-Monterrey, Hacienda de Santa Lucia",Derrame,Otro autotransporte foráneo de carga general,Autotransporte de carga,Bases,Ácidos y bases,Neutralización química a un lado del sitio contaminado,2018,330,99,"2,676,300.75","1,502,724.50"
1263,Químicos,2012,Emergencia ambiental,"Trans Laguna, S.A. de C.V.","Isali, S.A. de C.V.",Coahuila_de_Zaragoza,Viesca,"Km 016+800 carretera Torreón-Saltillo, tramo la Cuchilla-Matamoros",Derrame,Otro autotransporte foráneo de carga general,Autotransporte de carga,Ácidos,Ácidos y bases,Neutralización química a un lado del sitio contaminado,2018,839.48,910.93,"2,398,528.76","1,502,115.75"
1606,Disposición final,2014,Pasivo ambiental,Gobierno del estado de Durango . Secretaría de Recursos Naturales y Medio Ambiente. (Ex Fábrica Jabonera La Esperanza),"Residuos Industriales Multiquim, S.A. de C.V.",Durango,Gómez Palacio,"Entre las calles Juan Navarrete, Río Grijalva en el sur y Narciso Mendoza, colonia Brittingham No.1",Derrames y/o fugas,"Fabricación de jabones, limpiadores y dentífricos",Industria química,"Hidrocarburos, petrolíferos",Hidrocarburos,Disposición final fuera del sitio,2016,812,3591.09,"2,320,583.11","1,504,389.80"
71,Biológicos,2008,Emergencia ambiental,"Express y Tanques Especializados, S.A. de C.V.","Integración de Servicios Ambientales & Limpieza Industrial, S.A. de C.V.",Sinaloa,Guasave,Km 145+800 carretera internacional México No. 15,Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,Biorremediación por landfarming en el sitio contaminado,2009,313,124.45,"1,854,355.25","1,517,967.79"
1198,Biológicos,2012,Emergencia ambiental,"Distribución de Productos Asfálticos y Servicios, S.A. de C.V.","Isali, S.A. de C.V.",Baja_California_Sur,Loreto,"Km 066+650 camino nacional No. 1 Lic. Benito Juárez, tramo Ciudad Insurgentes-Loreto",Derrame,"Comercio al por mayor de otros materiales para la construcción, excepto de madera y metálicos","Comercio al por mayor de materias primas agropecuarias y forestales, para la industria, y materiales de desecho",Petrolíferos,Hidrocarburos,Biorremediación por landfarming a un lado del sitio contaminado,2016,549.72,329.83,"1,572,240.59","1,538,396.70"
2085,Químicos,2020,Emergencia ambiental,"Setramex, S.A. de C.V.","Isali, S.A. de C.V.",Coahuila_de_Zaragoza,San Pedro,"Km 000+200 carretera Torreón-Saltillo, tramo La Cuchilla",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Ácidos,Ácidos y bases,Neutralización química a un lado del sitio contaminado,2022,119.95,50.08,"2,412,953.04","1,509,292.68"
2212,Biológicos,2019,Emergencia ambiental,Javier Cantú Barragán,"EQS Consulting Group, S.A. de C.V.",Coahuila_de_Zaragoza,San Pedro,"Km 202+300 carretera federal No. 2280 Saltillo-torreón, tramo La Esperanza-Entrada la Cuchilla",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,Biorremediación por biopilas a un lado del sitio contaminado,2022,895,1202.5,"2,413,150.33","1,509,437.60"
2186,Biológicos,2019,Emergencia ambiental,"Express y Tanques Especializados, S.A. de C.V.","EQS Consulting Group, S.A. de C.V.",Durango,Gómez Palacio,"Km 005+120 carretera No. 49D, libramiento norte de La Laguna",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Hidrocarburos,Hidrocarburos,Biorremediación por biopilas a un lado del sitio contaminado,2020,274,680,"2,352,867.42","1,510,772.77"
311,Biológicos,2009,Emergencia ambiental,Pemex Refinación,"Servicios Ambiotrat, S.A. de C.V.",Nuevo_León,García,"Km 032+975 poliducto de 10"" Ø Satélite-Gómez Palacio, en los Ejidos Paso de Guadalupe y Mariposas ",Fuga,Refinación de petróleo,Fabricación de productos derivados del petróleo y del carbón,Petrolíferos,Hidrocarburos,Biorremediación por biopilas a un lado del sitio contaminado,2011,4642,12679.07,"2,621,925.84","1,510,608.44"
584,Disposición final,2010,Pasivo ambiental,"Enertec México, S. de R.L. de C.V.","Enertec México, S. de R.L. de C.V.",Nuevo_León,Monterrey,"Avenida Eugenio Garza Sada No. 3431 sur, colonia Arroyo Seco",Derrames y/o fugas,Fabricación de acumuladores y pilas,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica","Metales, metaloides",Metales y metaloides,Disposición final fuera del sitio,2011,31053,18632,"2,671,319.08","1,511,307.51"
1692,Disposición final,2015,Pasivo ambiental,"CIBANCO, S.A.","Servicios Petroleros Vataza, S.A. de C.V.",Nuevo_León,Monterrey,"Avenida Eugenio Garza Sada No. 3431, colonia Arroyo Seco",Derrames y/o fugas,Fabricación de otras partes para vehículos automotrices. Actual: Banca múltiple,Fabricación de equipo de transporte. Actual: Instituciones de intermediación crediticia y financiera no bursátil,"Hidrocarburos, metales",Mezcla de contaminantes,Disposición final fuera del sitio,2016,1450.97,7290,"2,671,401.58","1,511,451.68"
505,Biológicos,2010,Emergencia ambiental,"Autotransportes Espartanos, S.A. de C.V.","Isali, S.A. de C.V.",Coahuila_de_Zaragoza,Parras,Km 121+050 autopista Saltillo-Torreón,Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,Biorremediación por landfarming en el sitio contaminado,2011,326.92,425,"2,493,546.79","1,510,662.73"
751,Disposición final,2011,Emergencia ambiental,"Express y Tanques del Golfo, S.A. de C.V.","Isali, S.A. de C.V.",Nuevo_León,Juárez,"Km 023+600 camino nacional No. 40D de la autopista Monterrey-Cadereyta, tramo Monterrey-Cadereyta",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,Disposición final fuera del sitio,2012,290.61,128,"2,693,364.12","1,512,841.22"
1522,Biológicos,2013,Emergencia ambiental,"Fletes Astro, S.A. de C.V.","Isali, S.A. de C.V.",Nuevo_León,Juárez,"Km 022+800 carretera federal No. 40D, autopista Monterrey-Cadereyta, tramo Monterrey-Cadereyta",Derrame,Otro autotransporte foráneo de carga general,Autotransporte de carga,Petrolíferos,Hidrocarburos,Biorremediación por landfarming en el sitio contaminado,2016,75.32,147,"2,693,343.40","1,512,878.61"
474,Químicos,2010,Emergencia ambiental,"Setramex, S.A. de C.V.","Ecología 2000, S.A. de C.V.",Nuevo_León,Santa Catarina,Km 083+000 autopista Monterrey-Saltillo,Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Ácidos,Ácidos y bases,Neutralización química a un lado del sitio contaminado,2010,3021,362.5,"2,654,491.18","1,512,496.18"
22,Combinación de procesos biológicos-físicos,2008,Emergencia ambiental,Pemex Refinación,"Grupo Ancuri, S.A. de C.V.",Coahuila_de_Zaragoza,Parras,"Km 182+250 poliducto de 10""Ø Satélite-Gómez Palacio",Derrame,Refinación de petróleo,Fabricación de productos derivados del petróleo y del carbón,Petrolíferos,Hidrocarburos,Bioventeo aerobio en el sitio contaminado y extracción de vapores en el sitio contaminado,2011,71.5,5820.66,"2,478,315.90","1,511,914.30"
11,Combinación de procesos biológicos-físicos,2008,Emergencia ambiental,Pemex Refinación,"Grupo Ancuri, S.A. de C.V.",Durango,Gómez Palacio,"Km 304+500 poliducto de 10"" Ø de Satélite-Gómez Palacio, Ejido Santoña ",Derrame,Refinación de petróleo,Fabricación de productos derivados del petróleo y del carbón,Petrolíferos,Hidrocarburos,Bioventeo aerobio en el sitio contaminado y extracción de vapores en el sitio contaminado,2011,11.67,103.38,"2,361,547.07","1,513,162.69"
2123,Biológicos,2021,Emergencia ambiental,"Royal Transports, S.A. de C.V.","Isali, S.A. DE C.V.",Coahuila_de_Zaragoza,Parras,Km 172+300 carretera No. 40 Saltillo-Torreón,Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Hidrocarburos pesados,Hidrocarburos,Biorremediación por landfarming a un lado del sitio contaminado,2022,308.72,232.9,"2,442,515.55","1,513,069.51"
1496,Biológicos,2013,Emergencia ambiental,"Transporte y Servicios STN, S.A. de C.V.","Isali, S.A. de C.V.",Coahuila_de_Zaragoza,Parras,"Km 168+500 carretera No. 40 Matamoros-Mazatlán, tramo Paila-La Cuchilla",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,Biorremediación por landfarming a un lado del sitio contaminado,2016,236.5,548.05,"2,446,253.65","1,513,485.47"
1497,Biológicos,2013,Emergencia ambiental,"Petrocarriers, S.A. de C.V.","Isali, S.A. de C.V.",Coahuila_de_Zaragoza,Parras,"Km 166+200 carretera No. 40, Matamoros-Mazatlán, tramo Paila-La Cuchilla",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,Biorremediación por landfarming a un lado del sitio contaminado,2016,240,643.94,"2,448,419.07","1,513,664.88"
1373,Químicos,2013,Pasivo ambiental,"Inmobiliaria Carpir, S. de C.V.","Gaan Consultores, S.A. de C.V.",Nuevo_León,Santa Catarina,"Boulevard Gustavo Díaz Ordaz, Polígono 1339, Los Treviño ",Derrames y/o fugas,Fabricación de pinturas y recubrimientos. Actual: Inmobiliarias y corredores de bienes raíces,Industria química. Actual: Servicios inmobiliarios,Hidrocarburos,Hidrocarburos,Oxidación química a un lado del sitio contaminado,2014,4788.16,3436.43,"2,655,791.72","1,514,906.98"
1173,Biológicos,2012,Emergencia ambiental,"Transpac, S.A. de C.V.",Ana Lilia Sánchez Hernández,Jalisco,Unión de San Antonio,"Km 035+100 autopista de cuota León-Aguascalientes, tramo Unión de San Antonio",Derrame,Otro autotransporte foráneo de carga general,Autotransporte de carga,Petrolíferos,Hidrocarburos,Biorremediación por landfarming a un lado del sitio contaminado,2014,3038.54,455.78,"2,503,339.82","1,514,728.56"
1482,Térmicos,2013,Pasivo ambiental,"Inmobiliaria y Constructora Albino, S.A. de C.V.","Recicladora y Distribuidora del Sureste, S.A. de C.V.",Nuevo_León,Monterrey,"Avenida Francisco I. Madero No. 3522 oriente, colonia Acero",Derrames y/o fugas,N.E.I. Actual:  Inmobiliarias y corredores de bienes raíces,N.E.I. Actual: Servicios inmobiliarios,Metales,Metales y metaloides,Co-procesamiento,2015,3571.43,2500,"2,671,993.21","1,515,852.36"
365,Biológicos,2009,Emergencia ambiental,"Royal Transports, S.A. de C.V.","Isali, S.A. de C.V.",Nuevo_León,García,Km 047+000 carretera No. 40 Monterrey-Saltillo,Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Hidrocarburos pesados,Hidrocarburos,Biorremediación por landfarming a un lado del sitio contaminado,2011,717,387.18,"2,633,783.82","1,515,483.64"
502,Biológicos,2010,Emergencia ambiental,Pemex Refinación,"Consorcio Industrial GES Saltillo, S.A. de C.V. y Consorcio GHES Industrial, S.A. de C.V.",Coahuila_de_Zaragoza,Ramos Arizpe,"Km 087+050 del derecho de vía del poliducto de 14"" Ø Satélite-Gómez Palacio",Derrame,Refinación de petróleo,Fabricación de productos derivados del petróleo y del carbón,Petrolíferos,Hidrocarburos,Biorremediación por biopilas a un lado del sitio contaminado,2011,5708.9,12234,"2,570,032.88","1,515,520.14"
499,Biológicos,2010,Emergencia ambiental,Pemex Refinación,"Grupo Ancuri, S.A. de C.V.",Coahuila_de_Zaragoza,Ramos Arizpe,"Km 065+300 poliducto de 14""-14"" Ø Satélite-Gómez Palacio",Derrame,Refinación de petróleo,Fabricación de productos derivados del petróleo y del carbón,Petrolíferos,Hidrocarburos,Biorremediación por landfarming a un lado del sitio contaminado,2011,872,8223,"2,568,637.99","1,515,545.77"
1924,Disposición final,2017,Pasivo ambiental,"Philips Mexicana, S.A. de C.V.","Corporación Ambiental de México, S.A. de C.V.",Nuevo_León,Monterrey,"Prolongación Francisco Madero, No. 4595 Oriente, C.P. 64590",Derrames y/o fugas,Fabricación de focos,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",Metales,Metales y metaloides,Disposición final fuera del sitio,2018,50,80,"2,673,231.43","1,516,651.85"
676,Biológicos,2011,Emergencia ambiental,"Trans Energéticos, S.A. de C.V.","Isali, S.A. de C.V.",Nuevo_León,García,"Km 57 carretera Monterrey-Saltillo, entronque con el Periférico",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,Biorremediación por landfarming a un lado del sitio contaminado,2012,201.94,198.34,"2,643,186.33","1,517,284.28"
705,Biológicos,2011,Emergencia ambiental,"Transportes Peñón Blanco, S.A. de C.V.","Isali, S.A. de C.V.",Nuevo_León,García,Km 056+250 carretera No. 40 Matamoros-Mazatlán,Derrame,Otro autotransporte foráneo de carga general,Autotransporte de carga,Petrolíferos,Hidrocarburos,Biorremediación por landfarming a un lado del sitio contaminado,2012,376.48,415.64,"2,643,134.80","1,517,455.39"
1244,Químicos,2012,Emergencia ambiental,"Auto Líneas Emago, S.A. de C.V.",Ana Lilia Sánchez Hernández,Nuevo_León,García,Km 056+100 carretera No. 40 Matamoros-Mazatlán tramo Monterrey-Saltillo,Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Ácidos,Ácidos y bases,Neutralización química a un lado del sitio contaminado,2013,1467.5,618.75,"2,642,452.65","1,517,463.37"
2109,Disposición final,2020,Pasivo ambiental,"ABB Installation Products Monterrey, S. de R.L. de C.V.","ERM México, S.A. de C.V.",Nuevo_León,Guadalupe,"Rodolfo González No. 100, interior B16 y B17, colonia Jardines de La Victoria, C.P. 67119",Derrames y/o fugas,Fabricación de otros productos eléctricos. Actual: Banca múltiple,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica. Actual: Instituciones de intermediación crediticia y financiera no bursátil",Hidrocarburos de fracción media y pesados,Hidrocarburos,Disposición final fuera del sitio,2022,97.23,567.22,"2,677,776.87","1,518,255.80"
348,Disposición final,2009,Emergencia ambiental,"Trans Energéticos, S.A. de C.V.","Ecología 2000, S.A. de C.V.",Nuevo_León,Guadalupe,Crucero de la carretera a Dulces Nombres y la calle Valle de Guadalajara,Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Hidrocarburos,Hidrocarburos,Disposición final fuera del sitio,2010,95,25,"2,683,392.54","1,518,538.60"
